URL,Agency,Vendor Name,Reference Number,Contract Date,Description of Work,Contract Period,Something,Contract Value,Comments
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38481.html,Office of the Auditor General of Canada,GOWLING LAFLEUR HENDERSON LLP,P1400158,2013-04-22,0410 Legal Services,2013-04-22 to 2014-03-31,,25730,
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38473.html,Office of the Auditor General of Canada,HAMPTON INN OTTAWA AND CONFERENCE CENTRE,P1400157,2013-04-22,0822 Hospitality,2013-09-25 to 2013-09-26,,42938.73,"Conference rooms, lunch and refreshments for the Office of the Auditor General&#39;s annual Staff Conference update. Contract awarded through a competitive process."
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38509.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1400177,2013-04-26,0401 Accounting and audit services,2013-04-29 to 2014-03-31,,11300,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38470.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1400171,2013-04-27,0401 Accounting and audit services,2013-04-29 to 2015-06-30,,60596.25,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38476.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1400174,2013-04-29,0401 Accounting and audit services,2013-05-06 to 2013-06-14,,33503.71,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38497.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1400173,2013-04-29,0401 Accounting and audit services,2013-04-29 to 2014-03-31,,16950,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38491.html,Office of the Auditor General of Canada,BLUE TREE HOTELS INVESTMENT (CANADA) LTD,P1400168,2013-04-29,0822 Hospitality,2013-06-11 to 2013-06-12,,21281.06,"Conference rooms, lunch and refreshments for office staff."
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38500.html,Office of the Auditor General of Canada,"CROWELL, TAMMY L",P1400124,2013-04-29,0446 Training consultants,2013-05-13 to 2013-08-31,,15560,Coaching OAG employees for CA exams.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38502.html,Office of the Auditor General of Canada,"AUDET, MAURICE",P1400094,2013-04-29,0351 Communications professional services not elsewhere specified,2013-04-30 to 2014-03-31,,13560,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38512.html,Office of the Auditor General of Canada,GENESIS INTEGRATION INC.,P1400186,2013-05-02,1223 Image/video equipment,2013-05-06 to 2013-05-31,,10346.86,Replacement of Computer Projectors.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38495.html,Office of the Auditor General of Canada,"CROFT, PAUL",P1400151,2013-05-02,0351 Communications professional services not elsewhere specified,2013-05-02 to 2014-03-31,,18080,Editorial services for various Office reports and documents. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38504.html,Office of the Auditor General of Canada,RIDEAU RECOGNITION SOLUTIONS INC.,P1400192,2013-05-02,1179 Miscellaneous manufactured articles,2013-05-02 to 2013-05-02,,12995,Rewards and recognition program for Office employees. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38508.html,Office of the Auditor General of Canada,SAMSON ET ASSOCIES,P1400193,2013-05-03,0401 Accounting and audit services,2013-05-10 to 2013-06-14,,11752,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38479.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1400201,2013-05-07,0401 Accounting and audit services,2013-05-27 to 2013-09-27,,27673.7,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38483.html,Office of the Auditor General of Canada,"GREG THOMPSON CONSULTING, INC.",P1400198,2013-05-07,0499 Other professional services not elsewhere specified,2013-05-07 to 2013-07-31,,24860,Create the departmental security plan.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38493.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P1400195,2013-05-07,0401 Accounting and audit services,2013-05-27 to 2013-09-27,,19775,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38511.html,Office of the Auditor General of Canada,"W. PAUL MCCROSSAN, CONSULTING ACTUARY",P1400205,2013-05-08,0401 Accounting and audit services,2013-05-10 to 2013-12-30,,10970,
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38496.html,Office of the Auditor General of Canada,F/X MASTERS,P1400188,2013-05-08,0473 Information Technology and Telecommunications Consultants,2013-05-13 to 2015-03-31,,18034.8,Resolution of functionality problems with software.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38469.html,Office of the Auditor General of Canada,JAMES CAIRNCROSS &amp; ASSOCIATES INC,P1400212,2013-05-14,0401 Accounting and audit services,2013-05-15 to 2013-08-31,,74207,Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38514.html,Office of the Auditor General of Canada,WELCH LLP - CHARTERED ACCOUNTANTS,P1100372,2013-05-15,0401 Accounting and audit services,2010-08-23 to 2013-12-31,,170517,"Original value was $156,166.00. This Contract includes one or more amendments.  Extent of work was increased, Contract subsequently amended to $170,517.00.  Contract awarded through a PWGSC competetive process."
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38475.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1400228,2013-05-27,0401 Accounting and audit services,2013-05-27 to 2014-03-31,,39550,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38484.html,Office of the Auditor General of Canada,CUTTER CONSORTIUM,P1400234,2013-05-29,0491 Management consulting,2013-06-03 to 2013-10-31,,24499.31,Training provided to OAG on a performance management system.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38507.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1400233,2013-05-29,0401 Accounting and audit services,2013-05-30 to 2013-06-30,,12170.1,Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38505.html,Office of the Auditor General of Canada,SUSSEX CIRCLE INC.,P1400236,2013-05-30,0401 Accounting and audit services,2013-06-03 to 2013-10-31,,12712.5,
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38498.html,Office of the Auditor General of Canada,NEO INSIGHT INC.,P1400237,2013-05-30,0473 Information Technology and Telecommunications Consultants,2013-06-03 to 2013-07-31,,16950,Review of prototype for improved audit reporting on the website.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38478.html,Office of the Auditor General of Canada,CANADOISE INC.,P1400243,2013-06-04,0446 Training consultants,2013-08-30 to 2014-03-31,,28000,Language training for staff. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38499.html,Office of the Auditor General of Canada,JOBMATCHER.CA INC,P1400266,2013-06-24,0813 Temporary help services,2013-06-25 to 2013-10-07,,16523.71,Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38477.html,Office of the Auditor General of Canada,SNC - LAVALIN PROFAC INC,P1400164,2013-06-25,0630 Office Buildings,2013-06-27 to 2014-03-31,,28250,Minor building renovations. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2013-2014_Q1_e_38510.html,Office of the Auditor General of Canada,DELOITTE &amp; TOUCHE LLP,P1400276,2013-06-26,0448 Purchase of training packages and courses,2013-06-28 to 2013-07-31,,11300,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38296.html,Office of the Auditor General of Canada,RPDATA SOLUTIONS INC.,P1000334,2013-01-02,0473 Information Technology and Telecommunications Consultants,2012-04-01 to 2013-06-30,,345557.6,"Original value was $137,860.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $345,557.60. Contract awarded through a OAG competitive process."
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38247.html,Office of the Auditor General of Canada,CENTRE DE LANGUES INTERNATIONALES CHARPENTIER,P1300549,2013-01-04,0446 Training consultants,2013-01-07 to 2013-04-26,,36900,Language training for staff. Contract awarded through a competitive process (OAG Standing Offer)
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38295.html,Office of the Auditor General of Canada,GILMORE PRINTING SERVICES,P1300387,2013-01-04,0321 Printing Services,2012-09-10 to 2013-06-30,,167183.73,"Original value was $144,809.73. This Contract includes one or more amendments.  Extent of work was increased, Contract subsequently amended to $167,183.73.  Contract awarded through a competitive process (PWGSC)"
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38236.html,Office of the Auditor General of Canada,RETAIN INTERNATIONAL,P1300560,2013-01-09,1285 Application Software (including COTS) and Application Development and Delivery Software,2013-01-21 to 2016-02-01,,139044.87,Purchase of Resource Management Software and related support services. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38298.html,Office of the Auditor General of Canada,OLAV CONSULTING CORPORATION,P1300417,2013-01-09,0473 Information Technology and Telecommunications Consultants,2012-10-15 to 2013-03-29,,51524.78,"Original value was $18,078.87. This Contract includes one or more amendments.  Extent of work was increased, Contract subsequently amended to $51,524.78.  Contract awarded through a competitive process (PWGSC)."
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38251.html,Office of the Auditor General of Canada,"FORRESTER RESEARCH, INC",P1300567,2013-01-09,1285 Application Software (including COTS) and Application Development and Delivery Software,2013-02-07 to 2014-02-06,,33066.69,Purchase of management periodicals. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38271.html,Office of the Auditor General of Canada,SKY CURVE CONSULTING,P1300563,2013-01-09,0401 Accounting and audit services,2013-01-11 to 2013-03-31,,15000,
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38282.html,Office of the Auditor General of Canada,ITEX - ENTERPRISE SOLUTIONS,P1400020,2013-01-11,0584 License/Maintenance fees for Server Operating System and Utility Software,2013-03-22 to 2014-03-31,,11377.97,Purchase of annual support and maintenance for the Office&rsquo;s VMWare software. Contract awarded through a Public Works and Government Services Canada (PWGSC) Software Licensing Supply Arrangement (SLSA).
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38283.html,Office of the Auditor General of Canada,THE CANADIAN MENTAL HEALTH ASSOCIATION OTTAWA-CARLETON BRANCH,P1300570,2013-01-15,0453 Physicians and surgeons,2013-01-16 to 2014-03-31,,11300,Facilitation and coaching of various training sessions.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38255.html,Office of the Auditor General of Canada,STRATOS INC,P1300561,2013-01-17,0401 Accounting and audit services,2013-01-17 to 2013-03-31,,24973,
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38277.html,Office of the Auditor General of Canada,GRAYBRIDGE MALKAM INTERNATIONAL CONSULTING INC.,P1300577,2013-01-17,0446 Training consultants,2013-01-18 to 2013-03-31,,13200,Language training for staff. Contract awarded through a competitive process (OAG Standing Offer)
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38292.html,Office of the Auditor General of Canada,SHI CANADA ULC,P1300574,2013-01-17,1285 Application Software (including COTS) and Application Development and Delivery Software,2013-01-17 to 2013-01-17,,10294.3,Purchase of Software. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38246.html,Office of the Auditor General of Canada,RAYMOND CHABOT GRANT THORNTON,P1300576,2013-01-17,0401 Accounting and audit services,2013-01-21 to 2015-05-29,,39792.81,Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38293.html,Office of the Auditor General of Canada,C2 INNOVATIONS INC,P1400024,2013-01-17,0582 License/Maintenance fees for Client Software,2013-04-01 to 2014-03-31,,10057,Support and maintenance for editorial services software.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38284.html,Office of the Auditor General of Canada,THE PRINTING HOUSE LTD,P1400021,2013-01-17,0321 Printing Services,2013-04-01 to 2014-03-31,,11300,Printing Services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38250.html,Office of the Auditor General of Canada,OPEN TEXT CANADA CORPORATION,P1400032,2013-01-17,0582 License/Maintenance fees for Client Software,2013-04-01 to 2014-03-31,,33140.18,Annual software maintenance and support
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38278.html,Office of the Auditor General of Canada,SOFTCHOICE,P1400034,2013-01-17,0586 License/Maintenance fees for IT Security Software,2013-04-01 to 2014-03-31,,12244.12,Purchase of annual support and maintenance for the Office&rsquo;s Symantec software. Contract awarded through a Public Works and Government Services Canada (PWGSC) Software Licensing Supply Arrangement (SLSA).
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38256.html,Office of the Auditor General of Canada,CORPORATE EXPRESS,P1300579,2013-01-21,1172 Office and stationers supplies,2013-01-21 to 2013-01-21,,24860,Purchase of miscellaneous office supplies. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2012-2013_Q4_e_38234.html,Office of the Auditor General of Canada,DELL CANADA INC.,P1300580,2013-01-21,1283 Computer Equipment - Client Computing Domain - Desktop / Personal / Portable (Includes related parts and peripherals),2013-03-01 to 2013-03-22,,284262.96,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
